"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1269","should square data values","chromium","Fri Aug 15 13:16:50 BST 2025","passed","Fri Aug 15 13:16:51 BST 2025","Data Processing Page","data.spec.js","",""
"","2497","should validate form inputs","chromium","Fri Aug 15 13:17:01 BST 2025","failed","Fri Aug 15 13:17:04 BST 2025","User Management Page","users.spec.js","",""
"","4997","should display calculation history","Mobile Chrome","Fri Aug 15 13:21:13 BST 2025","passed","Fri Aug 15 13:21:18 BST 2025","Calculator Page","calculator.spec.js","",""
"","541","should work correctly in webkit","firefox","Fri Aug 15 13:18:31 BST 2025","skipped","Fri Aug 15 13:18:31 BST 2025","Cross-Browser and Visual Testing > Cross-Browser Compatibility","visual.spec.js","",""
"","1404","should be keyboard navigable","Mobile Safari","Fri Aug 15 13:22:47 BST 2025","passed","Fri Aug 15 13:22:48 BST 2025","Cross-Browser and Visual Testing > Accessibility Testing","visual.spec.js","",""
"","2505","should export users to CSV","Mobile Safari","Fri Aug 15 13:22:34 BST 2025","passed","Fri Aug 15 13:22:37 BST 2025","User Management Page","users.spec.js","",""
"","7933","should handle decimal numbers","webkit","Fri Aug 15 13:18:59 BST 2025","broken","Fri Aug 15 13:19:07 BST 2025","Calculator Page","calculator.spec.js","",""
"","7151","should complete full testing workflow with video recording","webkit","Fri Aug 15 13:21:00 BST 2025","broken","Fri Aug 15 13:21:07 BST 2025","Cross-Browser and Visual Testing > Complete User Journeys","visual.spec.js","",""
"","1052","should calculate square root","Mobile Chrome","Fri Aug 15 13:21:10 BST 2025","passed","Fri Aug 15 13:21:11 BST 2025","Calculator Page","calculator.spec.js","",""
"","6719","should clear data","webkit","Fri Aug 15 13:19:34 BST 2025","failed","Fri Aug 15 13:19:40 BST 2025","Data Processing Page","data.spec.js","",""
"","5339","should complete full testing workflow with video recording","Mobile Safari","Fri Aug 15 13:22:47 BST 2025","broken","Fri Aug 15 13:22:53 BST 2025","Cross-Browser and Visual Testing > Complete User Journeys","visual.spec.js","",""
"","1333","should filter data by threshold","chromium","Fri Aug 15 13:16:51 BST 2025","passed","Fri Aug 15 13:16:52 BST 2025","Data Processing Page","data.spec.js","",""
"","2500","should create a new user","firefox","Fri Aug 15 13:18:15 BST 2025","passed","Fri Aug 15 13:18:17 BST 2025","User Management Page","users.spec.js","",""
"","2401","should handle network failures gracefully","firefox","Fri Aug 15 13:18:43 BST 2025","passed","Fri Aug 15 13:18:46 BST 2025","Cross-Browser and Visual Testing > Error Handling and Edge Cases","visual.spec.js","",""
"","6653","should handle data transformations with error cases","Mobile Chrome","Fri Aug 15 13:21:33 BST 2025","broken","Fri Aug 15 13:21:40 BST 2025","Data Processing Page","data.spec.js","",""
"","1792","should handle large datasets","chromium","Fri Aug 15 13:17:12 BST 2025","passed","Fri Aug 15 13:17:14 BST 2025","Cross-Browser and Visual Testing > Error Handling and Edge Cases","visual.spec.js","",""
"","1175","should display feature cards","Mobile Safari","Fri Aug 15 13:22:14 BST 2025","passed","Fri Aug 15 13:22:15 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","3667","should edit an existing user","firefox","Fri Aug 15 13:18:17 BST 2025","passed","Fri Aug 15 13:18:21 BST 2025","User Management Page","users.spec.js","",""
"","4541","should display user management interface","webkit","Fri Aug 15 13:20:07 BST 2025","passed","Fri Aug 15 13:20:12 BST 2025","User Management Page","users.spec.js","",""
"","1829","should clear data","Mobile Safari","Fri Aug 15 13:22:17 BST 2025","passed","Fri Aug 15 13:22:19 BST 2025","Data Processing Page","data.spec.js","",""
"","1358","should open add user modal","chromium","Fri Aug 15 13:16:56 BST 2025","passed","Fri Aug 15 13:16:57 BST 2025","User Management Page","users.spec.js","",""
"","12378","should navigate to calculator from feature card","firefox","Fri Aug 15 13:17:45 BST 2025","broken","Fri Aug 15 13:17:57 BST 2025","Dashboard Page","dashboard.spec.js","",""
"","1616","should calculate square root","Mobile Safari","Fri Aug 15 13:22:07 BST 2025","passed","Fri Aug 15 13:22:09 BST 2025","Calculator Page","calculator.spec.js","",""
